,smiles,cid,bitter,bitter_prob,non_bitter_prob,sweet,sweet_prob,non_sweet_prob
2732,O1[C@@]2(O[C@H](CC2)C)[C@@H](O)[C@H](O)C[C@@H]1CCO,16066519.0,True,0.9367189180035999,0.06328108199640015,True,0.9342461500161148,0.06575384998388523
2735,O1[C@]2(O[C@H](CC2)C)[C@H](O)[C@@H](O)C[C@H]1CCO,16066555.0,True,0.9367189180035999,0.06328108199640015,True,0.9342461500161148,0.06575384998388523
2736,O1[C@]2(O[C@@H](CC2)C)[C@@H](O)[C@H](O)C[C@H]1CCO,16066574.0,True,0.9367189180035999,0.06328108199640015,True,0.9342461500161148,0.06575384998388523
2737,O1[C@@]2(O[C@@H](CC2)C)[C@@H](O)[C@H](O)C[C@@H]1CCO,16066595.0,True,0.9367189180035999,0.06328108199640015,True,0.9342461500161148,0.06575384998388523
2739,O1[C@]2(O[C@H](CC2)C)[C@@H](O)[C@H](O)C[C@H]1CCO,16066605.0,True,0.9367189180035999,0.06328108199640015,True,0.9342461500161148,0.06575384998388523
2740,O1[C@@]2(O[C@H](CC2)C)[C@H](O)[C@@H](O)C[C@@H]1CCO,16066657.0,True,0.9367189180035999,0.06328108199640015,True,0.9342461500161148,0.06575384998388523
2780,O([C@@H]1[C@@H](O)CC(O[C@@H]1C)O)[C@@H]1O[C@@H]([C@@H](O)[C@@H](O)C1)C,16122159.0,True,0.9845253625376357,0.015474637462364327,True,0.9993658873514121,0.0006341126485879256
2865,O1[C@@H]([C@@H](O)[C@H](OC(=O)C)[C@@H](O)[C@@H]1OC)COC(=O)C,16664000.0,True,0.9603582928322469,0.03964170716775306,True,0.964547476258424,0.035452523741576036
2866,O1[C@@H]([C@H](O)[C@H](OC(=O)C)[C@H](O)[C@@H]1OC)COC(=O)C,16664002.0,True,0.9603582928322469,0.03964170716775306,True,0.964547476258424,0.035452523741576036
2871,[Sn]1(OC2C(O1)C(OC(C2O)CO)O)(CCCC)CCCC,16682922.0,True,0.9977850746309237,0.0022149253690763038,True,0.9996669281373862,0.0003330718626137763
2873,[Sn]1(OC2C(O1)C(OC(C2O)CO)O)(CC)CC,16683462.0,True,0.6998977841232508,0.30010221587674923,True,0.9999884333311158,1.156666888424418e-05
2880,[Sn](N1S(=O)(=O)c2c(C1=O)cccc2)(C)(C)C,16685680.0,True,0.9998526525394501,0.0001473474605498959,True,0.8628948071802283,0.13710519281977174
2882,[Sn]1(OC2C(O1)O[C@H]([C@H](O)[C@H]2O)C)(CCCC)CCCC,16687863.0,True,0.9976930378956306,0.0023069621043694255,True,0.9803377593996105,0.019662240600389458
2883,[Sn]1(OC2C(O[C@@H](OC)[C@H](O)[C@H]2O)CO1)(CCCC)CCCC,16688152.0,True,0.9991684098774849,0.0008315901225151023,True,0.9227054983285378,0.07729450167146223
2884,[Sn]1(OC2C(O1)[C@@H](O)[C@@H](O[C@@H]2CO)OC)(CCCC)CCCC,16689313.0,True,0.9995957686939649,0.0004042313060350633,True,0.9976477727556881,0.002352227244311944
2932,[Sn](N1S(=O)(=O)c2c(C1=O)cccc2)(C)(C)C.O,17749654.0,True,0.9935295147205332,0.006470485279466809,True,0.9446347123877898,0.05536528761221016
2976,O=C(NC(Cc1ccccc1)C(=O)OC)C(NC(=O)C(N)CC(=O)O)Cc1ccccc1,17793809.0,True,0.6040753569144466,0.3959246430855534,True,0.6006251057326767,0.3993748942673233
2999,O1C(C(O)C(O)C(O)C1OC(=O)OC(C)C)CO,17975431.0,True,0.9013736522818213,0.09862634771817869,True,0.999912097267029,8.790273297099027e-05
3001,O1C(C(O)C(O)C(O)C1OCCC(C)C)CO,17978147.0,True,0.838513679395759,0.16148632060424095,True,0.9250098274671901,0.07499017253280993
3377,O=C(NC(Cc1ccccc1)C(=O)O)C(NC(=O)CNC(=O)C(N)CC(=O)O)Cc1ccccc1,18249570.0,True,0.9211405152833423,0.07885948471665771,True,0.7665986652920601,0.2334013347079399
